id,case,start_datetime,end_datetime,event
46,06,2018-03-14T15:40:18,2018-03-14T15:42:58,Kitchen
47,06,2018-03-14T15:44:02,2018-03-14T15:48:50,Livingroom
48,06,2018-03-14T15:49:22,2018-03-14T15:49:22,Kitchen
49,06,2018-03-14T15:49:54,2018-03-14T15:49:54,Livingroom
50,06,2018-03-14T15:50:26,2018-03-14T15:51:30,Kitchen
51,06,2018-03-14T15:52:02,2018-03-14T15:57:22,Livingroom
52,06,2018-03-14T15:58:58,2018-03-14T15:58:58,Kitchen
53,06,2018-03-14T16:16:42,2018-03-14T17:46:38,Bedroom
54,06,2018-03-14T18:46:39,2018-03-14T18:48:15,Bathroom
55,06,2018-03-14T18:49:19,2018-03-14T18:49:19,Kitchen
56,06,2018-03-14T18:49:51,2018-03-14T18:49:51,Transportation
57,06,2018-03-14T18:50:23,2018-03-14T18:58:23,Pathways
58,06,2018-03-14T18:58:55,2018-03-14T20:35:01,Restaurant/Bar
59,06,2018-03-14T20:36:05,2018-03-14T20:45:41,Pathways
60,06,2018-03-14T20:46:13,2018-03-14T21:22:55,Restaurant/Bar
61,06,2018-03-14T21:23:27,2018-03-14T21:29:32,Pathways
62,06,2018-03-14T21:30:00,2018-03-14T21:55:49,Transportation
63,06,2018-03-14T21:56:21,2018-03-14T23:51:03,Restaurant/Bar
64,06,2018-03-14T23:51:35,2018-03-14T23:53:24,Pathways
65,06,2018-03-14T23:54:10,2018-03-14T23:57:22,Transportation
0,07,2018-03-15T00:00:02,2018-03-15T00:13:04,Transportation
1,07,2018-03-15T08:56:24,2018-03-15T08:58:45,Kitchen
2,07,2018-03-15T08:59:17,2018-03-15T08:59:17,Others
3,07,2018-03-15T08:59:49,2018-03-15T09:08:21,Kitchen
4,07,2018-03-15T09:08:53,2018-03-15T09:08:53,Livingroom
5,07,2018-03-15T09:09:25,2018-03-15T09:12:06,Kitchen
6,07,2018-03-15T09:12:38,2018-03-15T09:15:18,Restaurant/Bar
7,07,2018-03-15T09:15:50,2018-03-15T09:16:22,Kitchen
8,07,2018-03-15T09:16:54,2018-03-15T09:20:51,Restaurant/Bar
9,07,2018-03-15T09:21:23,2018-03-15T09:22:27,Kitchen
10,07,2018-03-15T09:22:59,2018-03-15T09:25:07,Balcony
11,07,2018-03-15T09:26:11,2018-03-15T09:32:03,Kitchen
12,07,2018-03-15T09:33:39,2018-03-15T09:33:39,Bedroom
13,07,2018-03-15T09:34:43,2018-03-15T09:34:43,Kitchen
14,07,2018-03-15T09:35:47,2018-03-15T10:30:47,Livingroom
15,07,2018-03-15T10:31:19,2018-03-15T10:31:19,Transportation
16,07,2018-03-15T10:32:23,2018-03-15T10:33:59,Pathways
17,07,2018-03-15T10:34:31,2018-03-15T10:55:00,Shop
18,07,2018-03-15T10:55:32,2018-03-15T10:58:12,Pathways
19,07,2018-03-15T10:58:44,2018-03-15T10:58:44,Transportation
20,07,2018-03-15T10:59:48,2018-03-15T11:00:20,Kitchen
21,07,2018-03-15T11:00:52,2018-03-15T11:00:52,Bathroom
22,07,2018-03-15T11:01:24,2018-03-15T11:01:56,Kitchen
23,07,2018-03-15T11:03:00,2018-03-15T11:03:32,Others
24,07,2018-03-15T11:04:04,2018-03-15T12:19:14,Office
25,07,2018-03-15T13:19:18,2018-03-15T13:19:50,Kitchen
26,07,2018-03-15T13:20:22,2018-03-15T13:27:18,Livingroom
27,07,2018-03-15T13:27:50,2018-03-15T13:29:26,Kitchen
28,07,2018-03-15T13:29:58,2018-03-15T13:34:14,Livingroom
29,07,2018-03-15T13:34:46,2018-03-15T13:37:58,Balcony
30,07,2018-03-15T13:38:30,2018-03-15T13:38:30,Kitchen
31,07,2018-03-15T13:39:15,2018-03-15T13:44:01,Bedroom
32,07,2018-03-15T13:44:33,2018-03-15T13:44:33,Kitchen
33,07,2018-03-15T13:45:05,2018-03-15T13:45:05,Transportation
34,07,2018-03-15T13:45:37,2018-03-15T13:49:21,Pathways
35,07,2018-03-15T13:49:53,2018-03-15T13:50:25,Shop
36,07,2018-03-15T13:50:57,2018-03-15T13:53:05,Pathways
37,07,2018-03-15T13:53:37,2018-03-15T14:56:09,Education/science
38,07,2018-03-15T14:56:41,2018-03-15T14:59:21,Pathways
39,07,2018-03-15T14:59:53,2018-03-15T14:59:53,Others
40,07,2018-03-15T15:00:25,2018-03-15T15:00:25,Transportation
41,07,2018-03-15T15:01:10,2018-03-15T15:01:42,Pathways
42,07,2018-03-15T15:02:14,2018-03-15T15:05:26,Kitchen
43,07,2018-03-15T15:05:58,2018-03-15T15:05:58,Bedroom
44,07,2018-03-15T15:10:46,2018-03-15T15:17:42,Pathways
45,07,2018-03-15T15:18:14,2018-03-15T15:18:46,Transportation
46,07,2018-03-15T15:19:18,2018-03-15T15:49:36,Pathways
47,07,2018-03-15T15:50:08,2018-03-15T15:55:28,Garden
48,07,2018-03-15T15:56:00,2018-03-15T16:11:41,Mountains/hills/desert/sky
49,07,2018-03-15T16:13:17,2018-03-15T16:41:14,Garden
50,07,2018-03-15T16:41:46,2018-03-15T16:56:23,Mountains/hills/desert/sky
51,07,2018-03-15T16:56:55,2018-03-15T17:13:23,Garden
52,07,2018-03-15T17:13:55,2018-03-15T17:14:59,Pathways
53,07,2018-03-15T17:15:31,2018-03-15T17:22:27,Garden
54,07,2018-03-15T17:22:59,2018-03-15T17:34:24,Pathways
55,07,2018-03-15T17:34:56,2018-03-15T17:37:04,Garden
56,07,2018-03-15T17:37:36,2018-03-15T17:49:01,Mountains/hills/desert/sky
57,07,2018-03-15T17:49:33,2018-03-15T17:50:05,Garden
58,07,2018-03-15T17:51:09,2018-03-15T17:51:09,Otherrooms
59,07,2018-03-15T17:52:45,2018-03-15T17:58:05,Garden
60,07,2018-03-15T17:58:37,2018-03-15T18:28:55,Pathways
61,07,2018-03-15T18:29:27,2018-03-15T18:34:15,Otherrooms
62,07,2018-03-15T18:34:47,2018-03-15T19:00:36,Pathways
63,07,2018-03-15T19:01:08,2018-03-15T19:13:38,Museum
64,07,2018-03-15T19:14:10,2018-03-15T19:22:10,Pathways
65,07,2018-03-15T19:22:42,2018-03-15T19:29:51,Transportation
66,07,2018-03-15T19:30:23,2018-03-15T19:30:23,Otherrooms
67,07,2018-03-15T19:30:55,2018-03-15T19:30:55,Kitchen
68,07,2018-03-15T19:31:27,2018-03-15T19:40:24,Bedroom
0,08,2018-03-08T09:42:00,2018-03-08T09:42:32,Transportation
1,08,2018-03-08T09:43:04,2018-03-08T09:45:12,Pathways
2,08,2018-03-08T09:45:44,2018-03-08T09:56:24,Shop
3,08,2018-03-08T09:56:56,2018-03-08T09:59:04,Pathways
4,08,2018-03-08T09:59:37,2018-03-08T10:00:09,Transportation
5,08,2018-03-08T10:00:41,2018-03-08T10:01:13,Kitchen
6,08,2018-03-08T10:01:45,2018-03-08T10:21:10,Office
7,08,2018-03-08T10:21:42,2018-03-08T10:22:59,Kitchen
8,08,2018-03-08T10:23:31,2018-03-08T10:27:47,Office
9,08,2018-03-08T10:28:19,2018-03-08T10:28:51,Kitchen
10,08,2018-03-08T10:29:23,2018-03-08T10:32:03,Office
11,08,2018-03-08T10:32:35,2018-03-08T10:32:35,Kitchen
12,08,2018-03-08T10:33:07,2018-03-08T10:35:47,Office
13,08,2018-03-08T10:36:19,2018-03-08T10:36:19,Balcony
14,08,2018-03-08T10:37:23,2018-03-08T10:37:55,Office
15,08,2018-03-08T10:38:27,2018-03-08T10:38:27,Kitchen
16,08,2018-03-08T10:38:59,2018-03-08T10:54:40,Office
17,08,2018-03-08T10:55:12,2018-03-08T10:55:44,Bedroom
18,08,2018-03-08T10:57:20,2018-03-08T10:57:20,Others
19,08,2018-03-08T10:57:52,2018-03-08T10:57:52,Transportation
20,08,2018-03-08T10:58:24,2018-03-08T11:20:31,Pathways
21,08,2018-03-08T11:21:03,2018-03-08T12:39:15,Office
22,08,2018-03-08T12:39:47,2018-03-08T12:50:40,Pathways
23,08,2018-03-08T12:51:12,2018-03-08T12:51:12,Transportation
24,08,2018-03-08T12:51:44,2018-03-08T12:51:44,Bedroom
25,08,2018-03-08T12:52:16,2018-03-08T12:57:36,Kitchen
26,08,2018-03-08T12:58:08,2018-03-08T12:59:44,Livingroom
27,08,2018-03-08T13:00:16,2018-03-08T13:02:56,Kitchen
28,08,2018-03-08T13:03:28,2018-03-08T13:11:40,Restaurant/Bar
29,08,2018-03-08T13:12:13,2018-03-08T13:13:49,Kitchen
30,08,2018-03-08T13:14:21,2018-03-08T13:14:21,Livingroom
31,08,2018-03-08T13:14:53,2018-03-08T13:14:53,Kitchen
32,08,2018-03-08T13:15:21,2018-03-08T13:20:41,Livingroom
33,08,2018-03-08T13:21:13,2018-03-08T13:21:13,Kitchen
34,08,2018-03-08T13:21:46,2018-03-08T13:39:34,Livingroom
35,08,2018-03-08T13:40:06,2018-03-08T13:40:38,Kitchen
36,08,2018-03-08T13:41:10,2018-03-08T13:46:30,Livingroom
37,08,2018-03-08T13:47:02,2018-03-08T13:47:02,Kitchen
38,08,2018-03-08T13:47:47,2018-03-08T14:04:55,Livingroom
39,08,2018-03-08T14:05:27,2018-03-08T14:05:27,Kitchen
40,08,2018-03-08T14:07:04,2018-03-08T14:07:04,Transportation
41,08,2018-03-08T14:08:21,2018-03-08T14:09:25,Pathways
42,08,2018-03-08T14:09:57,2018-03-08T14:15:24,Transportation
43,08,2018-03-08T14:15:56,2018-03-08T14:17:00,Garden
44,08,2018-03-08T14:17:32,2018-03-08T14:18:04,Pathways
45,08,2018-03-08T14:18:36,2018-03-08T14:19:08,Restaurant/Bar
46,08,2018-03-08T14:19:40,2018-03-08T14:21:48,Pathways
47,08,2018-03-08T14:22:20,2018-03-08T14:24:28,Hospital
48,08,2018-03-08T14:25:00,2018-03-08T14:25:32,Pathways
49,08,2018-03-08T14:26:04,2018-03-08T14:27:53,Hospital
50,08,2018-03-08T14:28:25,2018-03-08T14:30:01,Pathways
51,08,2018-03-08T14:30:33,2018-03-08T14:31:05,Shop
52,08,2018-03-08T14:31:37,2018-03-08T14:38:01,Pathways
53,08,2018-03-08T14:38:33,2018-03-08T15:20:15,Office
54,08,2018-03-08T15:20:47,2018-03-08T15:20:47,Pathways
55,08,2018-03-08T15:21:19,2018-03-08T16:23:18,Office
56,08,2018-03-08T16:23:50,2018-03-08T16:24:54,Pathways
57,08,2018-03-08T16:25:26,2018-03-08T16:40:03,Office
58,08,2018-03-08T16:40:35,2018-03-08T16:40:35,Others
59,08,2018-03-08T16:41:07,2018-03-08T16:57:52,Office
60,08,2018-03-08T16:58:56,2018-03-08T17:02:08,Pathways
61,08,2018-03-08T17:02:40,2018-03-08T17:07:28,Transportation
62,08,2018-03-08T17:08:00,2018-03-08T17:14:05,Pathways
63,08,2018-03-08T17:14:37,2018-03-08T17:15:09,Transportation
64,08,2018-03-08T17:15:41,2018-03-08T17:15:41,Otherrooms
65,08,2018-03-08T17:16:13,2018-03-08T17:17:49,Kitchen
66,08,2018-03-08T17:20:29,2018-03-08T17:20:29,Balcony
67,08,2018-03-08T17:21:01,2018-03-08T17:21:01,Kitchen
68,08,2018-03-08T17:21:33,2018-03-08T17:23:41,Livingroom
69,08,2018-03-08T17:24:13,2018-03-08T17:25:49,Kitchen
70,08,2018-03-08T17:27:25,2018-03-08T17:35:38,Livingroom
71,08,2018-03-08T17:55:47,2018-03-08T17:58:59,Pathways
72,08,2018-03-08T17:59:31,2018-03-08T18:02:11,Shop
73,08,2018-03-08T18:02:43,2018-03-08T18:08:35,Pathways
74,08,2018-03-08T18:09:07,2018-03-08T18:09:07,Transportation
75,08,2018-03-08T18:09:39,2018-03-08T18:09:39,Others
76,08,2018-03-08T18:10:11,2018-03-08T18:10:11,Pathways
77,08,2018-03-08T18:10:43,2018-03-08T18:10:43,Others
78,08,2018-03-08T18:11:15,2018-03-08T18:12:19,Bedroom
0,09,2018-03-09T08:18:35,2018-03-09T08:29:28,Kitchen
1,09,2018-03-09T08:30:00,2018-03-09T08:30:00,Otherrooms
2,09,2018-03-09T08:30:32,2018-03-09T08:30:32,Kitchen
3,09,2018-03-09T08:31:04,2018-03-09T08:31:04,Otherrooms
4,09,2018-03-09T08:31:36,2018-03-09T08:32:08,Kitchen
5,09,2018-03-09T08:32:40,2018-03-09T08:32:40,Otherrooms
6,09,2018-03-09T08:33:12,2018-03-09T08:33:44,Kitchen
7,09,2018-03-09T08:34:16,2018-03-09T08:40:21,Restaurant/Bar
8,09,2018-03-09T08:40:53,2018-03-09T08:44:05,Kitchen
9,09,2018-03-09T08:44:37,2018-03-09T08:45:09,Livingroom
10,09,2018-03-09T08:45:41,2018-03-09T08:48:21,Balcony
11,09,2018-03-09T08:48:53,2018-03-09T08:48:53,Livingroom
12,09,2018-03-09T08:49:25,2018-03-09T08:50:29,Kitchen
13,09,2018-03-09T09:25:33,2018-03-09T09:25:33,Transportation
14,09,2018-03-09T09:26:05,2018-03-09T09:28:45,Pathways
15,09,2018-03-09T09:29:17,2018-03-09T09:52:58,Shop
16,09,2018-03-09T09:53:30,2018-03-09T09:56:10,Pathways
17,09,2018-03-09T09:56:42,2018-03-09T09:56:42,Transportation
18,09,2018-03-09T09:57:14,2018-03-09T09:58:18,Kitchen
19,09,2018-03-09T09:58:50,2018-03-09T10:00:27,Otherrooms
20,09,2018-03-09T10:02:45,2018-03-09T10:03:49,Pathways
21,09,2018-03-09T10:04:21,2018-03-09T10:08:50,Transportation
22,09,2018-03-09T10:09:22,2018-03-09T10:12:02,Pathways
23,09,2018-03-09T10:12:22,2018-03-09T11:15:57,Office
24,09,2018-03-09T11:16:29,2018-03-09T11:16:29,Others
25,09,2018-03-09T11:17:01,2018-03-09T11:37:29,Office
26,09,2018-03-09T11:38:02,2018-03-09T11:50:03,Pathways
27,09,2018-03-09T11:50:35,2018-03-09T11:52:43,Shop
28,09,2018-03-09T11:53:15,2018-03-09T11:53:15,Buildings
29,09,2018-03-09T11:53:47,2018-03-09T11:54:51,Pathways
30,09,2018-03-09T11:55:23,2018-03-09T11:55:23,Transportation
31,09,2018-03-09T11:55:55,2018-03-09T11:55:55,Others
32,09,2018-03-09T11:56:27,2018-03-09T12:19:03,Kitchen
33,09,2018-03-09T12:19:35,2018-03-09T12:28:52,Restaurant/Bar
34,09,2018-03-09T12:29:24,2018-03-09T12:50:25,Livingroom
35,09,2018-03-09T12:50:57,2018-03-09T12:58:57,Kitchen
36,09,2018-03-09T12:59:29,2018-03-09T12:59:29,Bathroom
37,09,2018-03-09T13:01:05,2018-03-09T13:04:49,Livingroom
38,09,2018-03-09T13:05:21,2018-03-09T13:05:53,Kitchen
39,09,2018-03-09T13:06:25,2018-03-09T13:38:51,Livingroom
40,09,2018-03-09T13:39:23,2018-03-09T13:40:48,Otherrooms
41,09,2018-03-09T13:41:20,2018-03-09T13:52:13,Livingroom
42,09,2018-03-09T13:52:45,2018-03-09T13:53:17,Kitchen
43,09,2018-03-09T13:53:49,2018-03-09T13:54:21,Livingroom
44,09,2018-03-09T13:54:53,2018-03-09T13:54:53,Otherrooms
45,09,2018-03-09T13:55:31,2018-03-09T14:05:33,Livingroom
46,09,2018-03-09T14:06:05,2018-03-09T14:06:05,Kitchen
47,09,2018-03-09T14:06:37,2018-03-09T14:06:37,Transportation
48,09,2018-03-09T14:07:09,2018-03-09T14:10:34,Pathways
49,09,2018-03-09T14:11:06,2018-03-09T14:14:50,Restaurant/Bar
50,09,2018-03-09T14:15:22,2018-03-09T14:18:34,Pathways
51,09,2018-03-09T14:19:06,2018-03-09T14:29:14,Transportation
52,09,2018-03-09T14:29:46,2018-03-09T14:37:43,Pathways
53,09,2018-03-09T14:38:15,2018-03-09T14:48:23,Bedroom
54,09,2018-03-09T14:49:27,2018-03-09T14:51:16,Garden
55,09,2018-03-09T14:51:48,2018-03-09T15:15:09,Beach
56,09,2018-03-09T15:15:41,2018-03-09T15:16:13,Pathways
57,09,2018-03-09T15:16:45,2018-03-09T15:17:49,Beach
58,09,2018-03-09T15:18:21,2018-03-09T15:18:21,Mountains/hills/desert/sky
59,09,2018-03-09T15:18:53,2018-03-09T15:54:22,Pathways
60,09,2018-03-09T15:54:54,2018-03-09T15:54:54,Transportation
61,09,2018-03-09T15:55:26,2018-03-09T15:55:26,Others
62,09,2018-03-09T15:55:58,2018-03-09T16:03:58,Livingroom
63,09,2018-03-09T16:04:30,2018-03-09T16:04:30,Otherrooms
64,09,2018-03-09T16:05:29,2018-03-09T16:05:29,Bathroom
65,09,2018-03-09T16:06:01,2018-03-09T16:44:44,Livingroom
66,09,2018-03-09T16:45:16,2018-03-09T16:47:24,Kitchen
67,09,2018-03-09T16:47:56,2018-03-09T16:54:01,Livingroom
68,09,2018-03-09T16:54:33,2018-03-09T16:55:37,Kitchen
69,09,2018-03-09T16:56:09,2018-03-09T21:02:02,Livingroom
70,09,2018-03-09T21:02:34,2018-03-09T21:04:42,Otherrooms
71,09,2018-03-09T21:05:46,2018-03-09T21:07:03,Pathways
72,09,2018-03-09T21:09:12,2018-03-09T21:09:34,Transportation
73,09,2018-03-09T21:10:39,2018-03-09T21:23:27,Pathways
74,09,2018-03-09T21:25:03,2018-03-09T21:25:03,Others
75,09,2018-03-09T21:25:35,2018-03-09T22:52:57,Restaurant/Bar
76,09,2018-03-09T22:53:30,2018-03-09T22:55:06,Pathways
77,09,2018-03-09T22:55:38,2018-03-09T23:10:34,Transportation
78,09,2018-03-09T23:12:44,2018-03-09T23:16:09,Kitchen
79,09,2018-03-09T23:16:41,2018-03-09T23:26:00,Livingroom
0,10,2018-03-16T09:12:35,2018-03-16T09:12:35,Transportation
1,10,2018-03-16T09:13:07,2018-03-16T09:15:15,Pathways
2,10,2018-03-16T09:15:47,2018-03-16T09:35:12,Shop
3,10,2018-03-16T09:35:44,2018-03-16T09:37:52,Pathways
4,10,2018-03-16T09:38:24,2018-03-16T09:38:24,Others
5,10,2018-03-16T09:38:56,2018-03-16T09:38:56,Transportation
6,10,2018-03-16T09:39:28,2018-03-16T09:39:28,Others
7,10,2018-03-16T09:40:00,2018-03-16T09:41:36,Kitchen
8,10,2018-03-16T10:25:55,2018-03-16T10:25:55,Bedroom
9,10,2018-03-16T10:26:40,2018-03-16T10:43:44,Office
10,10,2018-03-16T10:44:16,2018-03-16T10:44:48,Bathroom
11,10,2018-03-16T10:45:20,2018-03-16T10:45:20,Livingroom
12,10,2018-03-16T10:47:19,2018-03-16T10:48:55,Pathways
13,10,2018-03-16T10:49:27,2018-03-16T10:55:19,Transportation
14,10,2018-03-16T10:55:51,2018-03-16T11:56:45,Office
15,10,2018-03-16T11:57:17,2018-03-16T12:03:09,Pathways
16,10,2018-03-16T12:03:41,2018-03-16T12:05:49,Transportation
17,10,2018-03-16T12:06:21,2018-03-16T12:07:25,Pathways
18,10,2018-03-16T12:07:57,2018-03-16T12:07:57,Transportation
19,10,2018-03-16T12:08:42,2018-03-16T12:35:35,Kitchen
20,10,2018-03-16T12:36:07,2018-03-16T12:36:07,Otherrooms
21,10,2018-03-16T12:36:39,2018-03-16T12:36:39,Livingroom
22,10,2018-03-16T12:37:11,2018-03-16T12:38:47,Kitchen
23,10,2018-03-16T12:39:19,2018-03-16T12:44:39,Livingroom
24,10,2018-03-16T12:45:11,2018-03-16T12:45:43,Kitchen
25,10,2018-03-16T12:46:15,2018-03-16T12:50:44,Livingroom
26,10,2018-03-16T12:51:16,2018-03-16T12:52:20,Kitchen
27,10,2018-03-16T12:52:52,2018-03-16T12:53:56,Livingroom
28,10,2018-03-16T12:54:28,2018-03-16T12:55:00,Kitchen
29,10,2018-03-16T12:55:32,2018-03-16T12:57:08,Livingroom
30,10,2018-03-16T12:57:40,2018-03-16T12:59:16,Kitchen
31,10,2018-03-16T12:59:48,2018-03-16T13:06:12,Livingroom
32,10,2018-03-16T13:06:44,2018-03-16T13:06:44,Others
33,10,2018-03-16T13:07:16,2018-03-16T13:10:06,Kitchen
34,10,2018-03-16T13:11:09,2018-03-16T13:47:06,Livingroom
35,10,2018-03-16T13:47:38,2018-03-16T13:47:38,Kitchen
36,10,2018-03-16T13:48:10,2018-03-16T13:53:14,Otherrooms
37,10,2018-03-16T13:53:46,2018-03-16T13:53:46,Livingroom
38,10,2018-03-16T13:54:18,2018-03-16T13:54:18,Kitchen
39,10,2018-03-16T13:54:50,2018-03-16T13:54:50,Otherrooms
40,10,2018-03-16T14:18:24,2018-03-16T14:18:24,Kitchen
41,10,2018-03-16T14:18:56,2018-03-16T14:18:56,Transportation
42,10,2018-03-16T14:19:28,2018-03-16T14:21:36,Pathways
43,10,2018-03-16T14:22:08,2018-03-16T14:32:16,Transportation
44,10,2018-03-16T14:32:48,2018-03-16T14:34:56,Pathways
45,10,2018-03-16T14:35:28,2018-03-16T14:41:33,Otherrooms
46,10,2018-03-16T14:42:05,2018-03-16T14:46:49,Garden
47,10,2018-03-16T14:47:18,2018-03-16T14:49:56,Pathways
48,10,2018-03-16T14:50:27,2018-03-16T14:50:59,Mountains/hills/desert/sky
49,10,2018-03-16T14:51:14,2018-03-16T15:10:14,Pathways
50,10,2018-03-16T15:11:14,2018-03-16T15:48:20,Beach
51,10,2018-03-16T15:49:03,2018-03-16T15:52:47,Garden
52,10,2018-03-16T15:53:19,2018-03-16T15:59:11,Pathways
53,10,2018-03-16T15:59:43,2018-03-16T16:00:15,Otherrooms
54,10,2018-03-16T16:59:27,2018-03-16T17:06:04,Pathways
55,10,2018-03-16T17:06:25,2018-03-16T17:23:42,Transportation
56,10,2018-03-16T17:24:14,2018-03-16T17:25:18,Pathways
57,10,2018-03-16T17:25:50,2018-03-16T17:25:50,Others
58,10,2018-03-16T17:26:22,2018-03-16T17:26:22,Transportation
59,10,2018-03-16T17:26:54,2018-03-16T17:26:54,Kitchen
60,10,2018-03-16T21:08:27,2018-03-16T21:17:12,Pathways
61,10,2018-03-16T21:17:44,2018-03-16T21:17:44,Otherrooms
62,10,2018-03-16T21:18:48,2018-03-16T21:18:48,Pathways
63,10,2018-03-16T21:19:20,2018-03-16T22:55:08,Livingroom
64,10,2018-03-16T22:56:12,2018-03-16T23:09:47,Pathways
65,10,2018-03-16T23:10:19,2018-03-16T23:59:48,Beach
